msgid,msgstr
The document has been assigned to {0},Dokument bol priradený {0}
"The document type selected is a child table, so the parent document type is required.","Vybraný typ dokumentu je detská tabuľka, preto je potrebný typ nadradeného dokumentu."
The field {0} is mandatory,Pole {0} je povinné.
The fieldname you've specified in Attached To Field is invalid,Zadaný názov poľa v Pripojené k poľu je neplatný
The following Assignment Days have been repeated: {0},Nasledujúce Dni priradenia sa opakovali: {0}
The following Header Script will add the current date to an element in 'Header HTML' with class 'header-content',Nasledujúci skript hlavičky pridá aktuálny dátum do prvku v 'HTML hlavičky' s triedou 'header-content'
The following values are invalid: {0}. Values must be one of {1},Nasledujúce hodnoty sú neplatné: {0}. Hodnoty musia byť jednou z {1}
The following values do not exist for {0}: {1},Nasledujúce hodnoty neexistujú pre {0}: {1}
The limit has not set for the user type {0} in the site config file.,Limit nebol nastavený pre typ používateľa {0} v konfiguračnom súbore stránky.
The link will expire in {0} minutes,Odkaz vyprší o {0} minút
The link you trying to login is invalid or expired.,"Odkaz, na ktorý sa pokúšate prihlásiť, je neplatný alebo vypršal."
"The meta description is an HTML attribute that provides a brief summary of a web page. Search engines such as Google often display the meta description in search results, which can influence click-through rates.","Meta popis je atribút HTML, ktorý poskytuje stručný súhrn webovej stránky. Vyhľadávače ako Google často zobrazujú meta popis vo výsledkoch vyhľadávania, čo môže ovplyvniť mieru prekliknutia."
"The meta image is unique image representing the content of the page. Images for this Card should be at least 280px in width, and at least 150px in height.",Meta obrázok je jedinečný obrázok predstavujúci obsah stránky. Obrázky pre túto kartu by mali byť široké aspoň 280px a vysoké aspoň 150px.
The name that will appear in Google Calendar,"Názov, ktorý sa zobrazí v Google Kalendári"
The next tour will start from where the user left off.,"Ďalšia prehliadka začne tam, kde používateľ skončil."
The number of seconds until the request expires,Počet sekúnd do vypršania platnosti požiadavky
The page you are looking for has gone missing.,"Stránka, ktorú hľadáte, sa stratila."
The password of your account has expired.,Heslo vášho účtu vypršalo.
The process for deletion of {0} data associated with {1} has been initiated.,Proces vymazania údajov {0} spojených s {1} bol zahájený.
"The project number obtained from Google Cloud Console under <a href=""https://console.cloud.google.com/iam-admin/settings""> ""IAM &amp; Admin"" &gt; ""Settings"" </a>","Číslo projektu získané z Google Cloud Console pod <a href=""https://console.cloud.google.com/iam-admin/settings"">""IAM &amp; Admin"" &gt; ""Nastavenia""</a>"
The reset password link has been expired,Platnosť odkazu na obnovenie hesla vypršala
The reset password link has either been used before or is invalid,Odkaz na obnovenie hesla už bol použitý alebo je neplatný
The resource you are looking for is not available,Požadovaný zdroj nie je k dispozícii
The role {0} should be a custom role.,Rola {0} by mala byť vlastná rola.
The system is being updated. Please refresh again after a few moments.,"Systém sa aktualizuje. Prosím, obnovte znova o niekoľko okamihov."
The system provides many pre-defined roles. You can add new roles to set finer permissions.,Systém poskytuje mnoho preddefinovaných rolí. Môžete pridať nové roly na nastavenie jemnejších oprávnení.
The total column width cannot be more than 10.,Celková šírka stĺpca nemôže byť viac ako 10.
The total number of user document types limit has been crossed.,Celkový počet typov používateľských dokumentov prekročil limit.
The user from this field will be rewarded points,Používateľ z tohto poľa bude odmenený bodmi
The value you pasted was {0} characters long. Max allowed characters is {1}.,"Hodnota, ktorú ste vložili, mala {0} znakov. Maximálny povolený počet znakov je {1}."
The webhook will be triggered if this expression is true,"Webhook bude spustený, ak je tento výraz pravdivý"
The {0} is already on auto repeat {1},{0} je už v automatickom opakovaní {1}
Theme,Téma
Theme Changed,Téma zmenená
Theme Configuration,Konfigurácia motívu
Theme URL,URL témy
There are documents which have workflow states that do not exist in this Workflow. It is recommended that you add these states to the Workflow and change their states before removing these states.,"Existujú dokumenty, ktoré majú stavy pracovného postupu, ktoré v tomto Pracovnom postupe neexistujú. Odporúča sa, aby ste tieto stavy pridali do Pracovného postupu a zmenili ich stavy pred ich odstránením."
There are no upcoming events for you.,Pre vás nie sú žiadne nadchádzajúce udalosti.
"There are no {0} for this {1}, why don't you start one!","Nie sú žiadne {0} pre túto {1}, prečo nezačať jednu!"
There are {0} with the same filters already in the queue:,V rade už sú {0} s rovnakými filtrami:
There can be only 9 Page Break fields in a Web Form,Vo webovom formulári môže byť iba 9 polí s prerušeniami stránok.
There can be only one Fold in a form,Vo formulári môže byť len jedno zloženie
There is an error in your Address Template {0},Vo vašej šablóne adresy {0} je chyba.
There is no data to be exported,Nie sú dostupné žiadne údaje na exportovanie.
There is nothing new to show you right now.,Momentálne vám nemáme čo nové ukázať.
There is some problem with the file url: {0},Sú nejaké problémy s URL adresou súboru: {0}
There is {0} with the same filters already in the queue:,Existuje {0} s rovnakými filtrami už v poradí:
There must be atleast one permission rule.,Musí existovať aspoň jedno pravidlo povolení.
There was an error building this page,Došlo k chybe pri vytváraní tejto stránky
There was an error saving filters,Pri ukladaní filtrov došlo k chybe.
There were errors,Došlo k chybám
There were errors while creating the document. Please try again.,Pri vytváraní dokumentu došlo k chybám. Skúste to prosím znova.
There were errors while sending email. Please try again.,Pri odosielaní e-mailu došlo k chybám. Skúste to prosím znova.
"There were some errors setting the name, please contact the administrator","Pri nastavovaní mena došlo k niekoľkým chybám, prosím kontaktujte administrátora."
There's nothing here,Tu nič nie je
These announcements will appear inside a dismissible alert below the Navbar.,Tieto oznámenia sa zobrazia vo vnútri zrušiteľného upozornenia pod navigačným panelom.
These settings are required if 'Custom' LDAP Directory is used,"Tieto nastavenia sú potrebné, ak sa používa 'Custom' LDAP adresár"
These values will be automatically updated in transactions and also will be useful to restrict permissions for this user on transactions containing these values.,Tieto hodnoty budú automaticky aktualizované v transakciách a tiež budú užitočné na obmedzenie povolení pre tohto používateľa na transakciách obsahujúcich tieto hodnoty.
Third Party Apps,Aplikácie tretích strán
Third Party Authentication,Autentifikácia tretej strany
This Currency is disabled. Enable to use in transactions,"Táto mena je deaktivovaná. Aktivujte ju, aby ste ju mohli používať v transakciách."
This Doctype does not contain latitude and longitude fields,Tento Doctype neobsahuje polia zemepisnej šírky a dĺžky
This Doctype does not contain location fields,Tento Doctype neobsahuje polia s umiestnením
This Kanban Board will be private,Táto Kanban tabuľa bude súkromná
This action is irreversible. Do you wish to continue?,Táto akcia je nevratná. Prajete si pokračovať?
This action is only allowed for {},Táto akcia je povolená iba pre {}
This cannot be undone,Toto sa nedá vrátiť späť
This card will be available to all Users if this is set,"Táto karta bude dostupná všetkým používateľom, ak je toto nastavené."
This chart will be available to all Users if this is set,"Tento graf bude dostupný všetkým používateľom, ak je táto možnosť nastavená"
This doctype has no orphan fields to trim,Tento typ dokumentu nemá žiadne osamelé polia na zúženie
"This doctype has pending migrations, run 'bench migrate' before modifying the doctype to avoid losing changes.","Tento typ dokumentu má čakajúce migrácie, spustite 'bench migrate' pred úpravou typu dokumentu, aby ste predišli strate zmien."
"This document allows you to edit limited fields. For all kinds of workspace customization, use the Edit button located on the workspace page",Tento dokument vám umožňuje upravovať obmedzené polia. Pre všetky druhy prispôsobenia pracovného priestoru použite tlačidlo Upraviť nachádzajúce sa na stránke pracovného priestoru.
This document can not be deleted right now as it's being modified by another user. Please try again after some time.,"Tento dokument nie je možné odstrániť práve teraz, pretože ho upravuje iný používateľ. Skúste to znova o niečo neskôr."
This document cannot be reverted,Tento dokument nemožno vrátiť späť
This document has been modified after the email was sent.,Tento dokument bol upravený po odoslaní e-mailu.
This document has been reverted,Tento dokument bol obnovený.
This document has unsaved changes which might not appear in final PDF. <br> Consider saving the document before printing.,"Tento dokument má neuložené zmeny, ktoré sa nemusia zobraziť vo výslednom PDF. <br> Zvážte uloženie dokumentu pred tlačou."
"This document is already amended, you cannot ammend it again","Tento dokument je už upravený, nemôžete ho upravovať znova."
This document is currently locked and queued for execution. Please try again after some time.,Tento dokument je momentálne uzamknutý a zaradený do fronty na vykonanie. Skúste to prosím znova po nejakom čase.
This email is autogenerated,Tento e-mail je generovaný automaticky
This feature can not be used as dependencies are missing. 				Please contact your system manager to enable this by installing pycups!,"Táto funkcia nemôže byť použitá, pretože chýbajú závislosti. Prosím, kontaktujte vášho správcu systému, aby to povolil inštaláciou pycups!"
This feature is brand new and still experimental,Táto funkcia je úplne nová a stále experimentálna.
This field will appear only if the fieldname defined here has value OR the rules are true (examples): myfield eval:doc.myfield=='My Value' eval:doc.age&gt;18,"Toto pole sa zobrazí iba vtedy, ak má pole zadané tu hodnotu ALEBO sú pravidlá pravdivé (príklady): myfield eval:doc.myfield=='My Value' eval:doc.age&gt;18"
This file is public. It can be accessed without authentication.,Tento súbor je verejný. Môže byť prístupný bez autentifikácie.
This form has been modified after you have loaded it,Tento formulár bol upravený po jeho načítaní.
This form is not editable due to a Workflow.,Tento formulár nie je možné upravovať kvôli pracovného postupu.
This format is used if country specific format is not found,"Tento formát sa použije, ak sa nenašiel formát špecifický pre krajinu."
This goes above the slideshow.,Toto sa zobrazuje nad prehliadkou.
This is a background report. Please set the appropriate filters and then generate a new one.,"Toto je správa na pozadí. Prosím, nastavte príslušné filtre a potom vytvorte novú."
This is a top-10 common password.,Toto je top-10 bežné heslo.
This is a top-100 common password.,Toto je jedno zo 100 najbežnejších hesiel.
This is a very common password.,Toto je veľmi bežné heslo.
This is a virtual doctype and data is cleared periodically.,Toto je virtuálny doctype a údaje sú pravidelne čistené.
This is an automatically generated reply,Toto je automaticky generovaná odpoveď
This is an example Google SERP Preview.,Toto je ukážka Google SERP náhľadu.
This is similar to a commonly used password.,Toto je podobné bežne používajúcemu sa heslu.
This is the number of the last created transaction with this prefix,Toto je číslo poslednej vytvorenej transakcie s touto predponou
This link has already been activated for verification.,Tento odkaz už bol aktivovaný na overenie.
This link is invalid or expired. Please make sure you have pasted correctly.,"Tento odkaz je neplatný alebo vypršal. Uistite sa, že ste ho vložili správne."
This may get printed on multiple pages,Toto sa môže vytlačiť na viacerých stranách
This month,Tento mesiac
This newsletter is scheduled to be sent on {0},Tento newsletter je naplánovaný na odoslanie {0}
This newsletter was scheduled to send on a later date. Are you sure you want to send it now?,"Tento newsletter bol naplánovaný na odoslanie v neskoršom termíne. Ste si istí, že ho chcete odoslať teraz?"
"This report contains {0} rows and is too big to display in browser, you can {1} this report instead.","Táto správa obsahuje {0} riadkov a je príliš veľká na zobrazenie v prehliadači, namiesto toho môžete {1} túto správu."
This report was generated on {0},Tento prehľad bol vygenerovaný dňa {0}
This report was generated {0}.,Tento report bol vygenerovaný {0}.
This request has not yet been approved by the user.,Táto žiadosť ešte nebola schválená používateľom.
"This site is in read only mode, full functionality will be restored soon.","Táto stránka je v režime iba na čítanie, plná funkčnosť bude čoskoro obnovená."
This site is running in developer mode. Any change made here will be updated in code.,Táto stránka beží v režime vývojára. Akákoľvek zmena vykonaná tu bude aktualizovaná v kóde.
This title will be used as the title of the webpage as well as in meta tags,"Tento názov sa použije ako názov webovej stránky, ako aj v meta tagoch"
This value is fetched from {0}'s {1} field,Táto hodnota je načítaná z poľa {1} {0}
"This will be automatically generated when you publish the page, you can also enter a route yourself if you wish","Toto bude automaticky vygenerované, keď zverejníte stránku, ak chcete, môžete zadať aj vlastnú cestu."
This will be shown in a modal after routing,Toto sa zobrazí v modálnom okne po presmerovaní
This will be shown to the user in a dialog after routing to the report,Toto sa používateľovi zobrazí v dialógovom okne po presmerovaní na správu
This will log out {0} from all other devices,Týmto sa {0} odhlási zo všetkých ostatných zariadení.
This will permanently remove your data.,Toto natrvalo odstráni vaše údaje.
This will reset this tour and show it to all users. Are you sure?,Týmto sa resetuje táto prehliadka a zobrazí sa všetkým používateľom. Ste si istí?
"This will terminate the job immediately and might be dangerous, are you sure?","Týmto sa úloha okamžite ukončí a môže to byť nebezpečné, ste si istý?"
Throttled,Obmedzené
Thumbnail URL,Adresa URL miniatúry
Thursday,Štvrtok
Time,Čas
Time Format,Formát času
Time Interval,Časový interval
Time Series,Časová séria
Time Series Based On,Časová séria založená na
Time Taken,Čas potrebný
Time Window (Seconds),Časové okno (sekundy)
Time Zone,Časové pásmo
Time Zones,Časové zóny
Time format,Formát času
Time in Queries,Čas v dotazoch
Time in seconds to retain QR code image on server. Min:<strong>240</strong>,Čas v sekundách na uchovávanie QR kódu na serveri. Min:<strong>240</strong>
Time series based on is required to create a dashboard chart,Na vytvorenie grafu na informačnom paneli je potrebné založiť časovú sériu.
Time {0} must be in format: {1},Čas {0} musí byť vo formáte: {1}
Timed Out,Vypršal časový limit
Timeless Night,Nadčasová noc
Timeline,Časová os
Timeline DocType,Účelový typ časovej osi
Timeline Field,Pole časovej osi
Timeline Links,Časová os prepojení
Timeline Name,Názov časovej osi
Timeline field must be a Link or Dynamic Link,Pole časovej osi musí byť prepojením (Link) alebo dynamickým prepojením (Dynamic Link)
Timeline field must be a valid fieldname,Pole časovej osi musí byť platným názvom poľa
Timeout,Časový limit
Timeout (In Seconds),Časový limit (v sekundách)
Timeseries,Časová postupnosť
Timespan,Časový rozsah
Timestamp,Časová pečiatka
Title,Titulok
Title Field,Pole názvu
Title Prefix,Prefix názvu
Title field must be a valid fieldname,Pole názvu musí byť platným názvom poľa
Title of the page,Názov stránky
To,Do
To Date,Do dátumu
To Date Field,Do poľa Dátum
To Do,„Úlohy“
To User,Používateľovi
"To add dynamic subject, use jinja tags like  <div><pre><code>New {{ doc.doctype }} #{{ doc.name }}</code></pre></div>","Ak chcete pridať dynamický predmet, použite jinja značky ako  <div><pre><code>Nové {{ doc.doctype }} #{{ doc.name }}</code></pre></div>"
"To add dynamic subject, use jinja tags like  <div><pre><code>{{ doc.name }} Delivered</code></pre></div>",Na pridanie dynamického predmetu použite jinja značky ako  <div><pre><code>{{ doc.name }} Dodané</code></pre></div>
"To add dynamic values from the document, use jinja tags like  <div> <pre><code>{ ""id"": ""{{ doc.name }}"" }</code> </pre> </div>","Ak chcete pridať dynamické hodnoty z dokumentu, použite jinja tagy ako  <div> <pre><code>{ ""id"": ""{{ doc.name }}"" }</code> </pre> </div>"
To allow more reports update limit in System Settings.,Aby bolo možné povoliť viac aktualizácií limitu správ v Systémových nastaveniach.
To and CC,Komu a Kópia
"To begin the date range at the start of the chosen period. For example, if 'Year' is selected as the period, the report will start from January 1st of the current year.","Začať rozsah dátumov na začiatku zvoleného obdobia. Napríklad, ak je ako obdobie vybratý 'Rok', report začne od 1. januára aktuálneho roka."
"To configure Auto Repeat, enable ""Allow Auto Repeat"" from {0}.","Ak chcete nakonfigurovať Automatické opakovanie, povolte ""Povoliť Automatické opakovanie"" z {0}."
To enable it follow the instructions in the following link: {0},"Ak to chcete povoliť, postupujte podľa pokynov v nasledujúcom odkaze: {0}"
"To enable server scripts, read the {0}.","Ak chcete povoliť skripty na strane servera, prečítajte si {0}."
"To export this step as JSON, link it in a Onboarding document and save the document.","Ak chcete exportovať tento krok ako JSON, prepojte ho v dokumente návodu a uložte dokument."
"To get the updated report, click on {0}.","Ak chcete získať aktualizovanú správu, kliknite na {0}."
To manage your authorized third party apps,Na spravovanie vašich autorizovaných aplikácií tretích strán
To print output use <code>print(text)</code>,Na vytlačenie výstupu použite <code>print(text)</code>
"To set the role {0} in the user {1}, kindly set the {2} field as {3} in one of the {4} record.",Na nastavenie roly {0} pre používateľa {1} láskavo nastavte pole {2} ako {3} v jednom zo záznamov {4}.
"To use Google Calendar, enable {0}.","Ak chcete používať Google Calendar, povolte {0}."
"To use Google Contacts, enable {0}.","Ak chcete používať Google Kontakty, povoľte {0}."
"To use Google Drive, enable {0}.",Na použitie Google Drive povoľte {0}.
"To use Google Indexing, enable <a href=""/app/google-settings"">Google Settings</a>.","Na použitie indexovania Google, povolte <a href=""/app/google-settings"">nastavenia Google</a>."
"To use Slack Channel, add a <a href=""#List/Slack%20Webhook%20URL/List"">Slack Webhook URL</a>.","Na použitie Slack Channel pridajte <a href=""#List/Slack%20Webhook%20URL/List"">URL adresu webhooku Slack</a>."
To version,Do verzie
ToDo,Úloha
Today,Dnes
Toggle Chart,Prepínať graf
Toggle Full Width,Prepínač celá šírka
Toggle Grid View,Prepnúť zobrazenie mriežky
Toggle Section: {0},Prepnutie sekcie: {0}
Toggle Sidebar,Prepínať bočný panel
Toggle Sidebar,Prepínať bočný panel
Toggle Theme,Prepnúť tému
Token,Token
Token Cache,Vyrovnávacia pamäť tokenov
Token Type,Typ tokenu
Token URI,Token URI
Token is missing,Chýba token
Too Many Documents,Príliš veľa dokumentov
Too Many Requests,Príliš veľa požiadaviek
Too many changes to database in single action.,Príliš veľa zmien v databáze v rámci jednej akcie.
"Too many users signed up recently, so the registration is disabled. Please try back in an hour","Príliš veľa používateľov sa nedávno zaregistrovalo, takže registrácia je zakázaná. Skúste to prosím znova o hodinu."
Tools,Nástroje
Top,Hore
Top Bar Item,Položka hornej lišty
Top Bar Items,Položky hornej lišty
Top Center,Horné Centrum
Top Errors,Najčastejšie chyby
Top Left,Hore vľavo
Top Performer,Najlepší účinkujúci
Top Reviewer,Najlepší recenzent
Top Right,Hore vpravo
Top {0},Top {0}
Topic,Téma
Total,Celkom
Total Background Workers,Celkový počet pozadinských pracovníkov
Total Errors (last 1 day),Celkový počet chýb (posledný 1 deň)
Total Images,Celkový počet obrázkov
Total Outgoing Emails,Celkový počet odoslaných e-mailov
Total Recipients,Celkový počet prijímateľov
Total Subscribers,Celkový počet odberateľov
Total Users,Celkový počet používateľov
Total Views,Celkové zobrazenia
Total Working Time,Celkový pracovný čas
Total number of emails to sync in initial sync process,Celkový počet e-mailov na synchronizáciu v počiatočnom procese synchronizácie
Total:,Celkom:
Totals,Celkom
Totals Row,Riadok s celkovými súčtami
Trace ID,ID stopy
Traceback,Sledovanie
Track Changes,Sledovať zmeny
Track Email Status,Sledovať stav emailu
Track Field,Pole sledovania
Track Seen,Sledovať videné
Track Steps,Sledovať kroky
Track Views,Sledovať zobrazenia
"Track if your email has been opened by the recipient. <br> Note: If you're sending to multiple recipients, even if 1 recipient reads the email, it'll be considered ""Opened""","Sledujte, či váš email bol otvorený príjemcom. <br> Poznámka: Ak posielate email viacerým príjemcom, aj keď ho prečíta len jeden príjemca, bude sa považovať za ""Otvorený"""
Track milestones for any document,Sledovať míľniky pre akýkoľvek dokument
Tracking URL generated and copied to clipboard,URL sledovania bola vygenerovaná a skopírovaná do schránky
Transaction Hash,Transakčný hash
Transaction Log,Záznam transakcií
Transaction Log Report,Správa o transakčnom denníku
Transgender,Transrodové
Transition Properties,Vlastnosti prechodov
Transition Rules,Pravidlá prechodu
Transitions,Prechody
Translatable,Preložiťelný
Translate Link Fields,Preložiť polia typu Link
Translate values,Preložiť hodnoty
Translate {0},Preložiť {0}
Translated Text,Preložený text
Translation,Preklad
Translations,Preklady
Trash,Kôš
Tree,Strom
Tree View,Stromová zobrazenie
Tree structures are implemented using Nested Set,Stromové štruktúry sú implementované pomocou Vloženého Setu
Tree view is not available for {0},Stromové zobrazenie nie je k dispozícii pre {0}
Trigger Method,Spúšťacia metóda
Trigger Primary Action,Spustiť primárnu akciu
Trigger caching,Aktivovať caching
"Trigger on valid methods like ""before_insert"", ""after_update"", etc (will depend on the DocType selected)","Spustenie na platných metódach ako ""before_insert"", ""after_update"", atď. (bude závisieť od vybratého DocType)"
Trim Table,Trim tabuľku
Try Again,Skúsiť znova
Try a Naming Series,Vyskúšajte sériu názvov
Try the new Print Designer,Vyskúšajte nový Návrhár tlače
Try to avoid repeated words and characters,Skúste sa vyhnúť opakujúcim sa slovám a znakom
Try to use a longer keyboard pattern with more turns,Pokúste sa použiť dlhší vzor na klávesnici s viacerými zákrutami
Tuesday,Utorok
Two Factor Authentication,Dvojfaktorová autentifikácia
Two Factor Authentication method,Dvojfaktorový overovací spôsob
Type,Typ
Type Distribution,Typ distribúcie
Type a reply / comment,Napíšte odpoveď / komentár
Type something in the search box to search,Napíšte niečo do vyhľadávacieho poľa na vyhľadávanie
Type title,Zadajte názov
Type your reply here...,Napíšte svoju odpoveď sem...
Type:,Typ:
UI Tour,Používateľské rozhranie prehliadky
UID,UID
UIDNEXT,UIDNEXT
UIDVALIDITY,UIDVALIDITY
UNSEEN,NEPREČÍTANÉ
"URIs for receiving authorization code once the user allows access, as well as failure responses. Typically a REST endpoint exposed by the Client App. <br>e.g. http://hostname/api/method/frappe.integrations.oauth2_logins.login_via_facebook","URI na prijímanie autorizačného kódu, keď používateľ povolí prístup, ako aj pre odpovede o zlyhaní. Typicky je to REST endpoint sprístupnený Klientskou aplikáciou. <br>napr. http://hostname/api/method/frappe.integrations.oauth2_logins.login_via_facebook"
URL,URL
URL for documentation or help,URL na dokumentáciu alebo pomoc
URL must start with http:// or https://,URL musí začínať http:// alebo https://
URL of the page,URL stránky
URL to go to on clicking the slideshow image,"URL, na ktorú sa dostanete po kliknutí na obrázok v prezentácii"
Unable to find DocType {0},Nemožno nájsť DocType {0}
Unable to load camera.,Nepodarilo sa načítať kameru.
Unable to load: {0},Nepodarilo sa načítať: {0}
Unable to open attached file. Did you export it as CSV?,Nemožno otvoriť priložený súbor. Vyexportovali ste ho ako CSV?
Unable to read file format for {0},Nemožno čítať formát súboru pre {0}
Unable to send mail because of a missing email account. Please setup default Email Account from Settings > Email Account,"Nie je možné odoslať e-mail kvôli chýbajúcemu e-mailovému účtu. Prosím, nastavte predvolený E-mailový účet v Nastavenia > E-mailový účet"
Unable to update event,Nepodarilo sa aktualizovať udalosť
Unable to write file format for {0},Nemožno zapísať formát súboru pre {0}
Unassign Condition,Podmienka odobratie priradenia
Uncaught Server Exception,Nevyvolaná výnimka servera
Unchanged,Nezmenené
Undo,„Späť“
Undo last action,Vrátiť poslednú akciu
Unfollow,Nesledovať
Unhandled Email,Neošetrený email
Unhandled Emails,Nezvládnuté e-maily
Unhide Workspace,Odkryť pracovný priestor
Unique,Jedinečné
Unknown,Neznáme
Unknown Column: {0},Neznámy stĺpec: {0}
Unknown Rounding Method: {},Neznáma metóda zaokrúhľovania: {}
Unknown User,Neznámy používateľ
"Unknown file encoding. Tried utf-8, windows-1250, windows-1252.","Neznáme kódovanie súboru. Skúšané utf-8, windows-1250, windows-1252."
Unlock Reference Document,Odomknúť referenčný dokument
Unpublish,Zrušiť zverejnenie
Unread,Nečítané
Unread Notification Sent,Odoslané neprečítané oznámenie
Unsafe SQL query,Nezabezpečený SQL dotaz
Unselect All,Zrušiť výber všetkého
Unshared,Nedelené
Unsubscribe,Odhlásiť odber
Unsubscribe Method,Metóda odhlásenia sa
Unsubscribe Param,Parameter na odhlásenie
Unsubscribed,Odhlásený
Untitled Column,Nepomenovaný stĺpec
Unzip,Rozbaliť
Unzipped {0} files,Rozbalené {0} súbory
Unzipping files...,Rozbaľovanie súborov...
Upcoming Events for Today,Nadchádzajúce udalosti na dnes
Update,Aktualizovať
Update Amendment Naming,Aktualizovať pomenovanie dodatku
Update Details,Aktualizovať podrobnosti
Update Existing Records,Aktualizovať existujúce záznamy
Update Field,Aktualizovať pole
Update Hooks Resolution Order,Aktualizovať poradie riešenia hákov
Update Order,Aktualizovať objednávku
Update Password,Aktualizovať heslo
Update Series Counter,Aktualizovať čítač série
Update Series Number,Aktualizovať číslo série
Update Settings,Aktualizovať nastavenia
Update Translations,Aktualizovať preklady
Update Value,Aktualizovať hodnotu
Update from Frappe Cloud,Aktualizácia z Frappe Cloud
Update {0} records,Aktualizovať {0} záznamov
Updated,Aktualizované
Updated Successfully,Aktualizované úspešne
Updated To A New Version 🎉,Aktualizované na novú verziu 🎉
Updated successfully,Aktualizované úspešne
Updates,Aktualizácie
Updating,Aktualizácia
Updating,Aktualizácia
Updating Email Queue Statuses. The emails will be picked up in the next scheduled run.,Aktualizácia stavov frontu e-mailov. E-maily budú vyzdvihnuté pri ďalšom plánovanom spustení.
Updating counter may lead to document name conflicts if not done properly,"Aktualizácia počítadla môže viesť ku konfliktom mien dokumentov, ak nie je vykonaná správne"
Updating global settings,Aktualizácia globálnych nastavení
Updating naming series options,Aktualizácia možností číselných radov
Updating related fields...,Aktualizovanie súvisiacich polí...
Updating {0},Aktualizuje sa {0}
"Updating {0} of {1}, {2}","Aktualizácia {0} z {1}, {2}"
Upload,Nahrať
Upload Image,Nahrať obrázok
Upload file,Nahrať súbor
Upload {0} files,Nahrať {0} súbory
Uploaded To Dropbox,Nahrané do Dropboxu
Uploaded To Google Drive,Nahrané na Google Disk
Uploading backup to Google Drive.,Nahrávanie zálohy na Disk Google.
Uploading successful.,Nahrávanie úspešné.
Uploading to Google Drive,Nahrávanie na Disk Google
Use % for any non empty value.,Použite % pre akúkoľvek nenulovú hodnotu.
Use ASCII encoding for password,Použiť kódovanie ASCII pre heslo
Use First Day of Period,Použiť prvý deň obdobia
Use HTML,Použiť HTML
Use IMAP,Použiť IMAP
Use Number Format from Currency,Použiť číselný formát z meny
Use POST,Použiť POST
Use Report Chart,Použiť graf reportu
Use SSL,Použiť SSL
Use STARTTLS,Použiť STARTTLS
Use TLS,Použiť TLS
"Use a few words, avoid common phrases.","Použite niekoľko slov, vyhnite sa bežným frázam."
Use different Email ID,Použiť iné ID e-mailu
Use of function {0} in field is restricted,Použitie funkcie {0} v poli je obmedzené
Use of sub-query or function is restricted,Použitie poddotazu alebo funkcie je obmedzené
Use the new Print Format Builder,Použite nový Tvorca formátu tlače
Use this fieldname to generate title,Použite tento názov poľa na generovanie názvu
Used OAuth,Použité OAuth
User,Používateľ
User,Používateľ
User '{0}' already has the role '{1}',Používateľ '{0}' už má rolu '{1}'
User Activity Report,Správa o aktivite používateľa
User Activity Report Without Sort,Správa o aktivite používateľa bez triedenia
User Agent,Používateľský Agent
User Cannot Create,Užívateľ nemôže vytvoriť
User Cannot Search,Používateľ nemôže vyhľadávať
User Changed,Používateľ zmenený
User Defaults,Používateľské predvolené hodnoty
User Details,Podrobnosti používateľa
User Document Type,Používateľský typ dokumentu
User Document Types Limit Exceeded,Limit povolených typov dokumentov používateľa bol prekročený
User Email,Používateľský e-mail
User Emails,Používateľské e-maily
User Field,Užívateľské pole
User Group,Používateľská skupina
User Group Member,Člen používateľskej skupiny
User Group Members,Členovia používateľskej skupiny
User ID,Používateľské ID
User ID Property,Identifikátor používateľa Property
User ID of a Blogger,Používateľské ID blogera
User Id,Užívateľské ID
User Id Field,Pole používateľského ID
User Id Field is mandatory in the user type {0},Pole User Id je povinné v type používateľa {0}
User Image,Obrázok používateľa
User Menu,Používateľské menu
User Name,Používateľské meno
User Permission,Používateľské povolenie
User Permissions,Používateľské oprávnenia
User Permissions,Používateľské oprávnenia
User Permissions are used to limit users to specific records.,Používateľské povolenia sa používajú na obmedzenie používateľov na konkrétne záznamy.
User Permissions created sucessfully,Používateľské oprávnenia boli úspešne vytvorené
User Profile,Používateľský profil
User Role,Používateľská rola
User Select Document Type,Používateľ Vyberte Typ Dokumentu
User Settings,Používateľské nastavenia
User Social Login,Používateľské sociálne prihlásenie
User Tags,Používateľské značky
User Type,Typ používateľa
User Type Module,Modul typu používateľa
User can login using Email id or Mobile number,Používateľ sa môže prihlásiť pomocou Email id alebo mobilného čísla.
User can login using Email id or User Name,Používateľ sa môže prihlásiť pomocou e-mailovej adresy alebo používateľského mena
User does not exist,Používateľ neexistuje
User does not exist.,Používateľ neexistuje.
User does not have permission to create the new {0},Používateľ nemá povolenie na vytvorenie novej {0}
User is mandatory for Share,Používateľ je povinný pre zdieľanie
User must always select,Používateľ musí vždy vybrať
User not allowed to delete {0}: {1},Používateľ nemá povolenie na vymazanie {0}: {1}
User permission already exists,Používateľské povolenie už existuje
User with email address {0} does not exist,Používateľ s e-mailovou adresou {0} neexistuje
User with email: {0} does not exist in the system. Please ask 'System Administrator' to create the user for you.,"Používateľ s e-mailom: {0} neexistuje v systéme. Požiadajte „Správcu systému“, aby pre vás vytvoril používateľa."
User {0} cannot be deleted,Používateľ {0} nemôže byť vymazaný
User {0} cannot be disabled,Používateľ {0} nemôže byť zablokovaný
User {0} cannot be renamed,Používateľ {0} sa nedá premenovať
